task_id,annotation_id,completed_by,relevance_choice,annotation_created_at,company_name,post_date,comment_id,parent_id,comment_text,comment_date,comment_type,reaction_count,before_DEI,has_DEI,root_id,depth,sibling_count,time_since_root,cleaned_text,full_text
157,157,1,1 (Relevant),2025-04-20T20:23:04.668172Z,Delta,2025-02-17 14:08:00,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzE2MjU5NjY3NDgyOTE2ODg=,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzYyMjQ5NDY4MDM3MTgwMQ==,How is this positive.,2025-02-22,reply,2,0,1,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzYyMjQ5NDY4MDM3MTgwMQ==,1,0,0 days,how is this positive.,thank you for standing by your dei policies → how is this positive.
158,158,1,0 (Not Relevant),2025-04-20T20:23:08.433737Z,Google,2025-01-30 14:51:00,Y29tbWVudDoxMTczMjk0MzcwODE4NjYyXzUxMzAzODIyMTMyNjMzNA==,,Congratulations,2025-02-06,initial,0,0,0,Y29tbWVudDoxMTczMjk0MzcwODE4NjYyXzUxMzAzODIyMTMyNjMzNA==,0,112,0 days,congratulations,congratulations
159,159,1,1 (Relevant),2025-04-20T20:23:14.458493Z,Google,2025-02-06 10:26:00,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzExNzY0MzkyNjcxNzUzMjg=,,Why are you rolling back DEI? https://www.facebook.com/share/18Zqv5Ho7F/?mibextid=wwXIfr,2025-02-13,initial,1,0,0,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzExNzY0MzkyNjcxNzUzMjg=,0,444,0 days,why are you rolling back dei? <url>,why are you rolling back dei? <url>
160,160,1,1 (Relevant),2025-04-20T20:23:19.626509Z,Costco,2025-01-29 09:00:00,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzE1NjMxMTQyNTQzNDc3ODM=,,Love my Costco shopping and now that I have learned the DEI initiatives they have adopted have made the shopping experience more enjoyable for all customers (with commitment to meeting the wants/needs of all shoppers the main focus)and the bottom financial line stronger I will happily continue my patronage. Don’t relent to the stupidity of the Trump administration…keep your eye on the ball.,2025-02-01,initial,0,0,1,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzE1NjMxMTQyNTQzNDc3ODM=,0,306,0 days,love my costco shopping and now that i have learned the dei initiatives they have adopted have made the shopping experience more enjoyable for all customers (with commitment to meeting the wants/needs of all shoppers the main focus)and the bottom financial line stronger i will happily continue my patronage. dont relent to the stupidity of the trump administration...keep your eye on the ball.,love my costco shopping and now that i have learned the dei initiatives they have adopted have made the shopping experience more enjoyable for all customers (with commitment to meeting the wants/needs of all shoppers the main focus)and the bottom financial line stronger i will happily continue my patronage. dont relent to the stupidity of the trump administration...keep your eye on the ball.
161,161,1,0 (Not Relevant),2025-04-20T20:23:27.118857Z,Costco,2025-01-26 19:20:00,Y29tbWVudDoxMDMwNDA2MTQ5MTE3NTQ4XzE1NTU0Mjc4ODg0NDc3NTc=,Y29tbWVudDoxMDMwNDA2MTQ5MTE3NTQ4XzkwNjY3MjQ1MTY3MTAwMTI=,are you kidding? People are flocking to them. I can't wait to shop there.,2025-02-01,reply,1,0,1,Y29tbWVudDoxMDMwNDA2MTQ5MTE3NTQ4XzE4NTQ2ODcxMjE5OTcxNDQ=,2,0,0 days,are you kidding? people are flocking to them. i can't wait to shop there.,when are you going to open a store in ri? → they will be closing stores after their stock goes to hell! → are you kidding? people are flocking to them. i can't wait to shop there.
162,162,1,0 (Not Relevant),2025-04-20T20:23:34.233632Z,Costco,2025-01-16 09:00:00,Y29tbWVudDoxMDIyNzMxNzg5ODg0OTg0XzQ4OTUyNDIwMzgxNDMxNw==,Y29tbWVudDoxMDIyNzMxNzg5ODg0OTg0XzkyNDE3MTIwODkyNTMzNzM=,"Francoise, we show item #13777, Packaged Fruit Trees (assorted varieties), available at our Concord warehouse. Feel free to inquire further by calling that location directly. -Christina",2025-01-24,reply,0,0,1,Y29tbWVudDoxMDIyNzMxNzg5ODg0OTg0XzkyNDE3MTIwODkyNTMzNzM=,1,0,7 days,"francoise, we show item #13777, packaged fruit trees (assorted varieties), available at our concord warehouse. feel free to inquire further by calling that location directly. -christina","when will you start carrying fruit plants at costco in concord, ca → francoise, we show item #13777, packaged fruit trees (assorted varieties), available at our concord warehouse. feel free to inquire further by calling that location directly. -christina"
163,163,1,0 (Not Relevant),2025-04-20T20:23:42.409122Z,Delta,2025-02-24 11:00:00,Y29tbWVudDoxMDI5NjQyMTg1ODUxMzYwXzY4NDM4NjIzNDAzMzcxMQ==,,This is really unprofessional of your business,2025-03-08,initial,0,0,1,Y29tbWVudDoxMDI5NjQyMTg1ODUxMzYwXzY4NDM4NjIzNDAzMzcxMQ==,0,69,0 days,this is really unprofessional of your business,this is really unprofessional of your business
164,164,1,0 (Not Relevant),2025-04-20T20:23:47.037244Z,Costco,2025-02-04 14:13:00,Y29tbWVudDoxMDM2ODY0MDQ1MTM4NDI1XzEyODE3MjgzMDMwODEyMDk=,Y29tbWVudDoxMDM2ODY0MDQ1MTM4NDI1XzE2NjAyNDAzNDgyNTk2MzE=,it’s the us Costco page moron,2025-02-09,reply,0,0,1,Y29tbWVudDoxMDM2ODY0MDQ1MTM4NDI1XzE2NjAyNDAzNDgyNTk2MzE=,1,4,0 days,its the us costco page moron,must be american costco → its the us costco page moron
165,165,1,1 (Relevant),2025-04-20T20:23:59.636150Z,Costco,2025-01-26 19:20:00,Y29tbWVudDoxMDMwNDA2MTQ5MTE3NTQ4XzYzODk2Mjg1NTIxODE3Mw==,,Thank you for standing strong and respecting your employees and your corporate mission! We appreciate your leadership!,2025-02-01,initial,1,0,1,Y29tbWVudDoxMDMwNDA2MTQ5MTE3NTQ4XzYzODk2Mjg1NTIxODE3Mw==,0,163,0 days,thank you for standing strong and respecting your employees and your corporate mission! we appreciate your leadership!,thank you for standing strong and respecting your employees and your corporate mission! we appreciate your leadership!
166,166,1,0 (Not Relevant),2025-04-20T20:24:05.237097Z,Costco,2025-01-18 12:00:00,Y29tbWVudDoxMDI0MzM4NTg2MzkwOTcxXzEwNDMwODc3NTc2NjYxNjQ=,Y29tbWVudDoxMDI0MzM4NTg2MzkwOTcxXzEyODIzNjk5MTI5NzAxMjA=,"Imelda, noted, thanks for sharing your interest!",2025-01-24,reply,0,0,1,Y29tbWVudDoxMDI0MzM4NTg2MzkwOTcxXzEyODIzNjk5MTI5NzAxMjA=,1,0,0 days,"imelda, noted, thanks for sharing your interest!","hey costco! could you bring more product like asian foods? → imelda, noted, thanks for sharing your interest!"
167,167,1,0 (Not Relevant),2025-04-20T20:24:12.940279Z,Costco,2025-01-18 12:00:00,Y29tbWVudDoxMDI0MzM4NTg2MzkwOTcxXzQwNzg2NDI3NzIzNjYwNzc=,Y29tbWVudDoxMDI0MzM4NTg2MzkwOTcxXzk3MDAxNzMwMTcxODMyNA==,disgusting and tilapia is the worst!,2025-01-24,reply,4,0,1,Y29tbWVudDoxMDI0MzM4NTg2MzkwOTcxXzU4MDE2MzU4NDgyNjEzMQ==,3,0,0 days,disgusting and tilapia is the worst!,"john bartush its easy... farm raised fish and shrimp are raised in cesspools. → correct! there is absolutely no regulation on what the farm raised seafood is fed. a lot of it gets fed other animal feces (pig feces, for example). → disgusting and tilapia is the worst!"
168,168,1,1 (Relevant),2025-04-20T20:24:18.228376Z,Costco,2025-01-28 15:40:00,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzEyNzMxMjMzNTcxMTA1MjM=,,I for one will slow my shopping at Costco while you support DEI,2025-02-01,initial,2,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzEyNzMxMjMzNTcxMTA1MjM=,0,520,0 days,i for one will slow my shopping at costco while you support dei,i for one will slow my shopping at costco while you support dei
169,169,1,0 (Not Relevant),2025-04-20T20:24:25.692465Z,Costco,2025-01-21 12:00:00,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzUwMDIxMjM4MzEwNjMyOQ==,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2Xzk1NzU1NjM2NTkwMjEzNg==,No my problem is with Costco not enforcing the 2 box limit they imposed,2025-01-24,reply,0,0,1,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzYwMDMyNDYxNjI3MTg3OA==,2,0,0 days,no my problem is with costco not enforcing the 2 box limit they imposed,do better costco → they are a wholesaler your problem is with the manufacturer → no my problem is with costco not enforcing the 2 box limit they imposed
170,170,1,1 (Relevant),2025-04-20T20:24:36.229958Z,Costco,2025-01-27 15:18:00,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzEyMzY3NjkxNjQwNzc1OTI=,,I can’t believe how many racists￼ there are in the comments on this post that are actually proud to be racist. Screw all of you and I will do all of my shopping possible at Costco from here on out!,2025-02-01,initial,1,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzEyMzY3NjkxNjQwNzc1OTI=,0,899,0 days,i cant believe how many racists there are in the comments on this post that are actually proud to be racist. screw all of you and i will do all of my shopping possible at costco from here on out!,i cant believe how many racists there are in the comments on this post that are actually proud to be racist. screw all of you and i will do all of my shopping possible at costco from here on out!
171,171,1,0 (Not Relevant),2025-04-20T20:24:40.367151Z,Delta,2025-02-17 14:08:00,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzE4NzMwNTk3NTY4Mjk4ODA=,,Thank the Lord,2025-02-22,initial,2,0,1,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzE4NzMwNTk3NTY4Mjk4ODA=,0,540,0 days,thank the lord,thank the lord
172,172,1,0 (Not Relevant),2025-04-20T20:24:57.799238Z,Delta,2025-02-18 06:49:00,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzEwODUzMTgzMDAwMTc5Nzg=,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0Xzk5NTI3MzYzNTgzNjQzMQ==,Please do not spread false information about the crew. Endeavor air doesn't have gray strips on their shirts. This is clearly a picture of another regional pilot crew.,2025-02-22,reply,2,0,1,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzEwODUzMTgzMDAwMTc5Nzg=,0,510,0 days,please do not spread false information about the crew. endeavor air doesn't have gray strips on their shirts. this is clearly a picture of another regional pilot crew.,please do not spread false information about the crew. endeavor air doesn't have gray strips on their shirts. this is clearly a picture of another regional pilot crew.
173,173,1,0 (Not Relevant),2025-04-20T20:25:06.878021Z,Costco,2025-02-20 13:00:00,Y29tbWVudDoxMDQ4OTQ1NjYzOTMwMjYzXzExMTk1MzA1MDk4NzE3NDY=,Y29tbWVudDoxMDQ4OTQ1NjYzOTMwMjYzXzU1NjQzMjgzNzQyMDY1NQ==,"Kristan- Oh no! We’re certainly sorry to hear of your experience with the frozen blueberries you purchased. We recommend you return it to your local Costco at your earliest convenience for a full refund. If you’ve already disposed of it, please contact the location. Our staff is equipped to assist in these matters. -Max",2025-03-02,reply,7,0,1,Y29tbWVudDoxMDQ4OTQ1NjYzOTMwMjYzXzU1NjQzMjgzNzQyMDY1NQ==,1,5,7 days,"kristan- oh no! were certainly sorry to hear of your experience with the frozen blueberries you purchased. we recommend you return it to your local costco at your earliest convenience for a full refund. if youve already disposed of it, please contact the location. our staff is equipped to assist in these matters. -max","costco the kirkland organic frozen blueberries at bellingham have a lot of rotten blueberries in them! very shriveled up, with a white film on the exterior, and brown insides! i just opened my second bag of them! → kristan- oh no! were certainly sorry to hear of your experience with the frozen blueberries you purchased. we recommend you return it to your local costco at your earliest convenience for a full refund. if youve already disposed of it, please contact the location. our staff is equipped to assist in these matters. -max"
174,174,1,0 (Not Relevant),2025-04-20T20:25:17.355397Z,Delta,2025-02-18 06:49:00,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzE2ODM1Njc0MzU5MDkwMDI=,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0Xzk4MDA0MzIzNjk1OTUyMg==,agree that it looked like a hard landing and perhaps the left landing gear collapsed ( left as looking at the plane from straight on). Wind is definitely a factor. So glad everyone got out!,2025-02-22,reply,0,0,1,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzEzNTU2ODUwODU0NTc3Njg=,3,2,0 days,agree that it looked like a hard landing and perhaps the left landing gear collapsed ( left as looking at the plane from straight on). wind is definitely a factor. so glad everyone got out!,"never mind i just seen the other video. that was definitely a freak accident. looks like the touched down and wind lifted one side causing wing to hit ground and plane to roll. → only speculation based on information, but seems like a hard landing (for unknown reason) that caused the gear to break due to the hard landing. → agree that it looked like a hard landing and perhaps the left landing gear collapsed ( left as looking at the plane from straight on). wind is definitely a factor. so glad everyone got out!"
175,175,1,1 (Relevant),2025-04-20T20:25:22.025820Z,Costco,2025-01-22 13:45:00,Y29tbWVudDoxMDI3MjI4OTIyNzY4NjA0XzExNjIwNzIwMTg5MjczMzU=,Y29tbWVudDoxMDI3MjI4OTIyNzY4NjA0XzI1Nzg3MTUxMDIzMTU1MDI=,"They don't have a DEI department; they just don't discriminate based on gender, race or sexual orientation. What do you have against fair hiring practices?",2025-01-31,reply,0,0,1,Y29tbWVudDoxMDI3MjI4OTIyNzY4NjA0XzI1Nzg3MTUxMDIzMTU1MDI=,1,16,0 days,"they don't have a dei department; they just don't discriminate based on gender, race or sexual orientation. what do you have against fair hiring practices?","costco needs to end its dei department now!!! → they don't have a dei department; they just don't discriminate based on gender, race or sexual orientation. what do you have against fair hiring practices?"
176,176,1,0 (Not Relevant),2025-04-20T20:25:26.828004Z,Google,2025-02-10 13:54:00,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzExNjU2Mzg0ODE4NTQ0NTA=,,"Honey, please send me a private message",2025-02-13,initial,0,0,0,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzExNjU2Mzg0ODE4NTQ0NTA=,0,676,0 days,"honey, please send me a private message","honey, please send me a private message"
177,177,1,1 (Relevant),2025-04-20T20:25:33.315927Z,Costco,2025-02-03 11:07:00,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzcyMjEyODcwMzY4NTM1OA==,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzU0MDI5MjA2NDk4ODE0Mw==,boy oh boy are you gonna be surprised at what happens with these new tariffs that you Traitor in Chief just penned.,2025-02-09,reply,6,0,1,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0Xzk2OTU5OTQ1Nzk3MTMyNw==,3,1,0 days,boy oh boy are you gonna be surprised at what happens with these new tariffs that you traitor in chief just penned.,says the mediocre white guy who doesn't know what dei is. stop it. you're embarrassing. → that's dei in a nutshell. makes you say racist comments. grow up and be an american. division inequity and exclusion → boy oh boy are you gonna be surprised at what happens with these new tariffs that you traitor in chief just penned.
178,178,1,0 (Not Relevant),2025-04-20T20:25:50.830620Z,Google,2025-02-01 09:32:00,Y29tbWVudDoxMTc0NTAwNzkwNjk4MDIwXzE3OTU3MTQwMjQ2MDUxODk=,,Hey Google I'm going to file a lawsuit against you cuz your cards are not working when it comes to activation we have file a claim and not once response from you I'm giving you to Tuesday to give us response before we file charges at the County Courthouse,2025-02-06,initial,0,0,0,Y29tbWVudDoxMTc0NTAwNzkwNjk4MDIwXzE3OTU3MTQwMjQ2MDUxODk=,0,166,0 days,hey google i'm going to file a lawsuit against you cuz your cards are not working when it comes to activation we have file a claim and not once response from you i'm giving you to tuesday to give us response before we file charges at the county courthouse,hey google i'm going to file a lawsuit against you cuz your cards are not working when it comes to activation we have file a claim and not once response from you i'm giving you to tuesday to give us response before we file charges at the county courthouse
179,179,1,1 (Relevant),2025-04-20T20:25:56.192064Z,Target,2025-02-16 08:00:00,Y29tbWVudDoxMTgwOTkwMDczMzg2MzgyXzM1MjEyMzI1MzQ4NDg4OTI=,,"If you hadn't walked back your DEI practices, I might've come in to check this out. Right up until you did that, I saw you as a fairly ethical alternative to Walmart and Amazon. No longer.",2025-02-21,initial,7,0,0,Y29tbWVudDoxMTgwOTkwMDczMzg2MzgyXzM1MjEyMzI1MzQ4NDg4OTI=,0,92,0 days,"if you hadn't walked back your dei practices, i might've come in to check this out. right up until you did that, i saw you as a fairly ethical alternative to walmart and amazon. no longer.","if you hadn't walked back your dei practices, i might've come in to check this out. right up until you did that, i saw you as a fairly ethical alternative to walmart and amazon. no longer."
180,180,1,0 (Not Relevant),2025-04-20T20:26:00.591574Z,Google,2025-02-27 13:46:00,Y29tbWVudDoxMTkyOTA0NDg1NTI0MzE3XzY1MTA5ODE2MDY2NzM2MA==,,Yallah,2025-03-06,initial,0,0,0,Y29tbWVudDoxMTkyOTA0NDg1NTI0MzE3XzY1MTA5ODE2MDY2NzM2MA==,0,220,0 days,yallah,yallah
181,181,1,0 (Not Relevant),2025-04-20T20:26:05.349435Z,Google,2025-01-22 14:22:00,Y29tbWVudDoxMTY3Njk0MzUxMzc4NjY0Xzk1Nzc1NDM0NTkzMzAzMg==,,Donc Google est sur Facebook,2025-01-23,initial,0,1,0,Y29tbWVudDoxMTY3Njk0MzUxMzc4NjY0Xzk1Nzc1NDM0NTkzMzAzMg==,0,80,0 days,donc google est sur facebook,donc google est sur facebook
182,182,1,0 (Not Relevant),2025-04-20T20:26:09.425968Z,Google,2025-02-19 06:22:00,Y29tbWVudDoxMTg2ODY4ODg5NDYxMjEwXzYzNDA3NTg0OTIxMDAxNw==,,Help google my Gmail lock,2025-02-27,initial,0,0,0,Y29tbWVudDoxMTg2ODY4ODg5NDYxMjEwXzYzNDA3NTg0OTIxMDAxNw==,0,159,0 days,help google my gmail lock,help google my gmail lock
183,183,1,0 (Not Relevant),2025-04-20T20:26:13.439257Z,Costco,2025-02-09 09:00:00,Y29tbWVudDoxMDQwMzExMDU0NzkzNzI0Xzk4NzM4MDAwMzI4MzQ0MQ==,Y29tbWVudDoxMDQwMzExMDU0NzkzNzI0XzYwNzU3MDU1NTIxMzUxMA==,not enough members were buying churros,2025-02-09,reply,0,0,1,Y29tbWVudDoxMDQwMzExMDU0NzkzNzI0XzYwNzU3MDU1NTIxMzUxMA==,1,3,0 days,not enough members were buying churros,bring back combo pizzas and churros while youre at it. → not enough members were buying churros
184,184,1,0 (Not Relevant),2025-04-20T20:26:18.147748Z,Costco,2025-01-29 09:00:00,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzEzNTM4MzUyNzI2Mjc3MjE=,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzEyODM0MTYyNTYyNzEwNzE=,The Kremlin thanks your for sharing it's message. You are good comrade.,2025-02-01,reply,2,0,1,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzEzNTM4MzUyNzI2Mjc3MjE=,0,306,0 days,the kremlin thanks your for sharing it's message. you are good comrade.,the kremlin thanks your for sharing it's message. you are good comrade.
185,185,1,0 (Not Relevant),2025-04-20T20:26:25.499152Z,Costco,2025-02-11 09:00:00,Y29tbWVudDoxMDQxNzYyOTI3OTgxODcwXzIwODE4NjQ4NDIyNjEyNTc=,Y29tbWVudDoxMDQxNzYyOTI3OTgxODcwXzEwMjI3MDIwODk2ODU5MjI=,That's not true I use my bank visa at Costco. Any visa you can use at Costco,2025-02-23,reply,0,0,1,Y29tbWVudDoxMDQxNzYyOTI3OTgxODcwXzEwMjI3MDIwODk2ODU5MjI=,1,37,7 days,that's not true i use my bank visa at costco. any visa you can use at costco,"i really wanted to join costco, but found out only a costco visa card is valid at the store and no other credit card. i will not use visa due to their partnership with president musk. so i guess i won't be getting my costco membership. i am so disappointed! → that's not true i use my bank visa at costco. any visa you can use at costco"
186,186,1,0 (Not Relevant),2025-04-20T20:26:30.862137Z,Delta,2025-02-19 14:53:00,Y29tbWVudDoxMDI2MTU4MjY5NTMzMDg1XzE3MDM5OTk4MjM4MDIxNDA=,,Now make sure this is the last and worst failure you have,2025-02-22,initial,5,0,1,Y29tbWVudDoxMDI2MTU4MjY5NTMzMDg1XzE3MDM5OTk4MjM4MDIxNDA=,0,422,0 days,now make sure this is the last and worst failure you have,now make sure this is the last and worst failure you have
187,187,1,0 (Not Relevant),2025-04-20T20:26:41.631440Z,Google,2025-02-10 13:54:00,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzUyNDQ4NDc0MzQ4OTE5NQ==,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzE2NjY5MTA0MTQyMzIzMTI=,same but I'm a Samsung owner. I was considering between a new Galaxy (after 5 years with this one) or switching to Pixel. I'm sticking with Galaxy now.,2025-02-13,reply,2,0,0,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzEyODc3OTYyNzU3ODEzMTk=,4,0,0 days,same but i'm a samsung owner. i was considering between a new galaxy (after 5 years with this one) or switching to pixel. i'm sticking with galaxy now.,ceo of apple and ceo of amazon were guest of trumps swearing in for president a couple weeks ago lol → i know but i thought they at least were defying him on this one but i guess they also changed it soon after → same but i'm a samsung owner. i was considering between a new galaxy (after 5 years with this one) or switching to pixel. i'm sticking with galaxy now.
188,188,1,1 (Relevant),2025-04-20T20:26:49.962827Z,Costco,2025-01-28 15:40:00,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzExMTE3OTIxMzcwOTE1NjA=,,Super proud to support a company that is choosing to continue its DEI program! Went there today with my son to stock up on our faves and try a few new things even though we didn’t actually “need” anything. Lifelong Costco members!,2025-02-01,initial,20,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzExMTE3OTIxMzcwOTE1NjA=,0,520,0 days,super proud to support a company that is choosing to continue its dei program! went there today with my son to stock up on our faves and try a few new things even though we didnt actually need anything. lifelong costco members!,super proud to support a company that is choosing to continue its dei program! went there today with my son to stock up on our faves and try a few new things even though we didnt actually need anything. lifelong costco members!
